Dependency=ASHRAE IECC Climate Zone 2004 - 2A Split	Dependency=Heating Fuel	Dependency=Vintage	Option=Ducted Heat Pump	Option=Ducted Heating	Option=Non-Ducted Heat Pump	Option=Non-Ducted Heating	Option=None	source_count	source_weight	sampling_probability
2B	None	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	2	10214.1	4.51E-05
2B	Other Fuel	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	17	23267.8	4.97E-05
2B	Propane	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	17	23267.8	8.95E-05
2B	Electricity	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	27	139224	0.000772519
2B	Fuel Oil	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	17	23267.8	8.93E-07
2B	Natural Gas	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	17	23267.8	0.000430794
2B	None	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	2	10214.1	1.14E-05
2B	Other Fuel	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	17	23267.8	1.65E-05
2B	Propane	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	17	23267.8	2.52E-05
2B	Electricity	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	2	18709.4	0.000153472
2B	Fuel Oil	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	1	1804.35	9.52E-08
2B	Natural Gas	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	1	1804.35	0.000105387
2B	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	8.62E-06
2B	Other Fuel	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	1	1804.35	6.89E-06
2B	Propane	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	1	1804.35	7.80E-06
3A	Electricity	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	13	124099	0.00190177
3A	Fuel Oil	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	26	69047.1	4.03E-05
3A	Natural Gas	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	26	69047.1	0.00235501
3A	None	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	1.76E-05
3A	Other Fuel	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	26	69047.1	7.88E-05
3A	Propane	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	26	69047.1	0.000328989
3A	Electricity	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	35	389233	0.00422108
3A	Fuel Oil	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	58	153976	9.16E-05
3A	Natural Gas	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	58	153976	0.00538493
3A	None	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	3.99E-05
3A	Other Fuel	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	58	153976	0.000129601
3A	Propane	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	58	153976	0.000602976
3A	Electricity	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	61	691968	0.00644435
3A	Fuel Oil	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	76	240330	8.97E-05
3A	Natural Gas	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	76	240330	0.00582716
3A	None	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	2	22692	3.97E-05
3A	Other Fuel	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	76	240330	0.000178373
3A	Propane	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	76	240330	0.000822198
3A	Electricity	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	91	1.01E+06	0.0127065
3A	Fuel Oil	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	82	236055	0.0001047
3A	Natural Gas	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	82	236055	0.0065714
3A	None	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	7.00E-05
3A	Other Fuel	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	82	236055	0.000322267
3A	Propane	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	82	236055	0.00125351
3A	Electricity	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	137	1.50E+06	0.0140134
3A	Fuel Oil	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	98	271824	6.59E-05
3A	Natural Gas	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	98	271824	0.00585843
3A	None	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	1	6442.28	7.55E-05
3A	Other Fuel	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	98	271824	0.00030704
3A	Propane	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	98	271824	0.00116736
3A	Electricity	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	132	1.62E+06	0.0149314
3A	Fuel Oil	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	116	302120	5.01E-05
3A	Natural Gas	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	116	302120	0.006831
3A	None	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	9.05E-05
3A	Other Fuel	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	116	302120	0.000230901
3A	Propane	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	116	302120	0.00130933
3A	Electricity	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	154	835773	0.0152509
3A	Fuel Oil	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	106	137509	3.06E-05
3A	Natural Gas	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	106	137509	0.00723973
3A	None	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	8.00E-05
3A	Other Fuel	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	106	137509	0.000160076
3A	Propane	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	106	137509	0.000886244
3A	Electricity	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	154	835773	0.00648833
3A	Fuel Oil	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	106	137509	8.81E-06
3A	Natural Gas	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	106	137509	0.00252391
3A	None	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	3.48E-05
3A	Other Fuel	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	106	137509	6.17E-05
3A	Propane	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	106	137509	0.000273313
3A	Electricity	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	14	174493	0.00248295
3A	Fuel Oil	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	32	105032	6.07E-05
3A	Natural Gas	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	32	105032	0.0030274
3A	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	1	8257.31	3.18E-05
3A	Other Fuel	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	32	105032	0.000155252
3A	Propane	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	32	105032	0.000538171
3B	Electricity	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	16	106988	0.00115378
3B	Fuel Oil	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	41	71956.8	7.19E-06
3B	Natural Gas	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	41	71956.8	0.00344093
3B	None	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	10	65935.2	0.000262096
3B	Other Fuel	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	41	71956.8	8.74E-05
3B	Propane	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	41	71956.8	9.69E-05
3B	Electricity	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	47	323203	0.00262281
3B	Fuel Oil	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	170	318608	1.33E-05
3B	Natural Gas	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	170	318608	0.00853804
3B	None	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	41	284083	0.000452285
3B	Other Fuel	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	170	318608	0.000196876
3B	Propane	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	170	318608	0.000208466
3B	Electricity	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	53	392575	0.00326399
3B	Fuel Oil	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	131	241826	1.20E-05
3B	Natural Gas	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	131	241826	0.0072932
3B	None	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	39	256469	0.000466147
3B	Other Fuel	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	131	241826	0.000182849
3B	Propane	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	131	241826	0.000233743
3B	Electricity	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	75	525278	0.00527638
3B	Fuel Oil	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	197	372652	2.35E-05
3B	Natural Gas	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	197	372652	0.00918414
3B	None	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	48	354114	0.000455443
3B	Other Fuel	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	197	372652	0.000339158
3B	Propane	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	197	372652	0.000438819
3B	Electricity	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	62	463468	0.00484752
3B	Fuel Oil	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	131	253604	2.02E-05
3B	Natural Gas	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	131	253604	0.00852099
3B	None	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	30	204367	0.000357574
3B	Other Fuel	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	131	253604	0.000296869
3B	Propane	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	131	253604	0.000488802
3B	Electricity	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	56	420209	0.00378233
3B	Fuel Oil	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	125	229603	1.77E-05
3B	Natural Gas	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	125	229603	0.00717561
3B	None	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	8	66792	0.000221167
3B	Other Fuel	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	125	229603	0.000230418
3B	Propane	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	125	229603	0.000483575
3B	Electricity	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	41	164815	0.0036661
3B	Fuel Oil	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	95	91318.8	1.43E-05
3B	Natural Gas	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	95	91318.8	0.00793438
3B	None	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	8	26592.9	0.000159638
3B	Other Fuel	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	95	91318.8	0.000231852
3B	Propane	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	95	91318.8	0.000531109
3B	Electricity	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	41	164815	0.00144176
3B	Fuel Oil	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	95	91318.8	4.88E-06
3B	Natural Gas	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	95	91318.8	0.00215795
3B	None	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	8	26592.9	6.35E-05
3B	Other Fuel	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	95	91318.8	8.33E-05
3B	Propane	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	95	91318.8	0.00010181
3B	Electricity	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	12	92337.9	0.0014656
3B	Fuel Oil	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	68	126822	1.17E-05
3B	Natural Gas	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	68	126822	0.00426754
3B	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	19	137069	0.000417757
3B	Other Fuel	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	68	126822	0.00011245
3B	Propane	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	68	126822	0.000140247
3C	Electricity	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	2	17519.6	0.000276754
3C	Fuel Oil	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	17	37883.7	4.07E-06
3C	Natural Gas	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	17	37883.7	0.00102525
3C	None	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	1	6596.35	4.68E-05
3C	Other Fuel	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	17	37883.7	3.33E-05
3C	Propane	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	17	37883.7	3.82E-05
3C	Electricity	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	9	69891.7	0.000590782
3C	Fuel Oil	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	35	71754.8	5.95E-06
3C	Natural Gas	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	35	71754.8	0.00227498
3C	None	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	3	21657.1	8.06E-05
3C	Other Fuel	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	35	71754.8	5.02E-05
3C	Propane	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	35	71754.8	6.23E-05
3C	Electricity	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	12	91121.8	0.00087891
3C	Fuel Oil	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	49	97839	5.89E-06
3C	Natural Gas	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	49	97839	0.00247356
3C	None	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	7	57799.4	9.80E-05
3C	Other Fuel	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	49	97839	5.71E-05
3C	Propane	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	49	97839	7.38E-05
3C	Electricity	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	16	125552	0.0012685
3C	Fuel Oil	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	43	87915	8.73E-06
3C	Natural Gas	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	43	87915	0.00262554
3C	None	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	7	54596.1	9.86E-05
3C	Other Fuel	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	43	87915	9.21E-05
3C	Propane	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	43	87915	0.00011795
3C	Electricity	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	14	106471	0.000888824
3C	Fuel Oil	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	37	75531.5	6.28E-06
3C	Natural Gas	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	37	75531.5	0.00186185
3C	None	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	3	24465.6	6.75E-05
3C	Other Fuel	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	37	75531.5	7.03E-05
3C	Propane	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	37	75531.5	0.000117052
3C	Electricity	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	9	72585.5	0.000664725
3C	Fuel Oil	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	24	48021.7	3.69E-06
3C	Natural Gas	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	24	48021.7	0.00133897
3C	None	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	3	24414.2	4.35E-05
3C	Other Fuel	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	24	48021.7	4.38E-05
3C	Propane	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	24	48021.7	0.000103217
3C	Electricity	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	9	34471.1	0.000633233
3C	Fuel Oil	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	18	17543.7	1.87E-06
3C	Natural Gas	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	18	17543.7	0.00112207
3C	None	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	2	8423.3	3.94E-05
3C	Other Fuel	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	18	17543.7	3.70E-05
3C	Propane	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	18	17543.7	8.69E-05
3C	Electricity	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	9	34471.1	0.000349771
3C	Fuel Oil	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	18	17543.7	5.31E-07
3C	Natural Gas	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	18	17543.7	0.000407323
3C	None	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	2	8423.3	2.12E-05
3C	Other Fuel	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	18	17543.7	1.71E-05
3C	Propane	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	18	17543.7	2.59E-05
3C	Electricity	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	10	80722.8	0.000700735
3C	Fuel Oil	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	36	74608.1	6.39E-06
3C	Natural Gas	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	36	74608.1	0.00233344
3C	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	2	16525.8	0.000142427
3C	Other Fuel	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	36	74608.1	8.74E-05
3C	Propane	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	36	74608.1	8.18E-05
4A	Electricity	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	22	199175	0.00282732
4A	Fuel Oil	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	132	312792	0.00155142
4A	Natural Gas	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	132	312792	0.00767342
4A	None	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	9.92E-05
4A	Other Fuel	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	132	312792	0.000309536
4A	Propane	1940s	0.000000	0.000000	0.000000	1.000000	0.000000	132	312792	0.000526968
4A	Electricity	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	62	544004	0.00538294
4A	Fuel Oil	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	280	615603	0.00337614
4A	Natural Gas	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	280	615603	0.0146315
4A	None	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	0.000149542
4A	Other Fuel	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	280	615603	0.000475345
4A	Propane	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	280	615603	0.000915722
4A	Electricity	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	68	671121	0.00731603
4A	Fuel Oil	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	243	527909	0.00235307
4A	Natural Gas	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	243	527909	0.0130928
4A	None	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	0.000181097
4A	Other Fuel	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	243	527909	0.000524917
4A	Propane	1960s	0.000000	0.000000	0.000000	1.000000	0.000000	243	527909	0.00100873
4A	Electricity	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	178	1.62E+06	0.0138143
4A	Fuel Oil	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	215	480253	0.00205665
4A	Natural Gas	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	215	480253	0.0105883
4A	None	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	0.000169057
4A	Other Fuel	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	215	480253	0.00083598
4A	Propane	1970s	0.000000	0.000000	0.000000	1.000000	0.000000	215	480253	0.00145614
4A	Electricity	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	163	1.71E+06	0.0143002
4A	Fuel Oil	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	158	390953	0.000928319
4A	Natural Gas	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	158	390953	0.00852571
4A	None	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	0.000121246
4A	Other Fuel	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	158	390953	0.000709936
4A	Propane	1980s	0.000000	0.000000	0.000000	1.000000	0.000000	158	390953	0.00132759
4A	Electricity	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	182	1.90E+06	0.0137082
4A	Fuel Oil	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	199	494704	0.00064543
4A	Natural Gas	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	199	494704	0.010875
4A	None	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	0.000127299
4A	Other Fuel	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	199	494704	0.000636521
4A	Propane	1990s	0.000000	0.000000	0.000000	1.000000	0.000000	199	494704	0.0019886
4A	Electricity	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	170	756433	0.012888
4A	Fuel Oil	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	218	275700	0.000418031
4A	Natural Gas	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	218	275700	0.0106027
4A	None	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	0	0	0.000115322
4A	Other Fuel	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	218	275700	0.000512939
4A	Propane	2000s	0.000000	0.000000	0.000000	1.000000	0.000000	218	275700	0.00172241
4A	Electricity	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	170	756433	0.00574351
4A	Fuel Oil	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	218	275700	7.78E-05
4A	Natural Gas	2010s	0.000000	0.000000	0.000000	1.000000	0.000000	218	275700	0.00363802
